Area,Build year,Building type,Equipment,Floor,Heating system,No. of floors,Number of rooms,Renovation year,price,city,region,street
57.04,1964,Block house,Fully equipped,5,Central,5,3,0,39800,Marijampolės m.,Centras,Draugystės g.
39.39,1984,Brick,Fully equipped,6,Central,6,1,0,42500,Vilnius,Žemieji Paneriai,Vaduvos g.
67,1983,Block house,Fully equipped,2,Central,5,3,0,54000,Alytus,Vidzgiris,Volungės g.
68,1990,Brick,Fully equipped,3,Central,4,3,0,78000,Palanga,None,Taikos g.
68,1985,Brick,Fully equipped,3,Central,4,3,0,78000,Palanga,None,Taikos g.
78.78,1993,Brick,Fully equipped,3,Central,5,3,0,85900,Panevėžys,Centras,Vasario 16-osios g.
40,2020,Block house,Partial decoration,4,Aerothermal,7,2,0,59000,Vilnius,Viršuliškės,Viršuliškių g.
49.16,2014,Brick,Fully equipped,2,Central,3,2,0,215000,Vilnius,Senamiestis,Vingrių g.
67,1976,Wooden house,Fully equipped,1,Solid fuel,2,3,0,28000,Klaipėdos r. sav.,Vėžaičių mstl.,Samališkės g.
52,2019,Brick,Partial decoration,2,Central thermostat,6,2,0,96000,Kaunas,Žaliakalnis,Rytų g.
50.07,2021,Brick,Partial decoration,3,Central thermostat,5,3,0,93900,Vilnius,Karoliniškės,Algimanto Petro Kavoliuko g.
28,1981,Brick,Fully equipped,2,Electric,3,2,0,37999,Vilnius,Naujoji Vilnia,Dūmų g.
20,1981,Brick,Fully equipped,2,Electric,3,1,0,25999,Vilnius,Naujoji Vilnia,Dūmų g.
62.57,2021,Brick,Partial decoration,5,Central thermostat,5,4,0,123500,Vilnius,Karoliniškės,Algimanto Petro Kavoliuko g.
56.01,2021,Brick,Partial decoration,2,Central thermostat,5,3,0,103600,Vilnius,Karoliniškės,Algimanto Petro Kavoliuko g.
41.31,2021,Brick,Partial decoration,1,Central thermostat,5,2,0,76500,Vilnius,Karoliniškės,Algimanto Petro Kavoliuko g.
51.43,1964,Brick,Partial decoration,2,Central thermostat,5,3,0,63000,Klaipėda,Rumpiškės,Ryšininkų g.
33.99,1977,Brick,Fully equipped,5,Central,5,2,0,27800,Panevėžio r. sav.,Dembavos k.,Veteranų g.
55.15,1968,Brick,Fully equipped,4,Central,5,3,0,51000,Klaipėda,Debrecenas,Debreceno g.
30.575,1973,Block house,Fully equipped,2,Central,5,3,0,2970,Jonavos r. sav.,Ruklos mstl.,Ruklio g.
60.2,2018,Brick,Fully equipped,3,Gas,3,3,0,129430,Palanga,None,Kunigiškių g.
50.83,1936,Log house,Fully equipped,2,Solid fuel,2,2,2006,16000,Pakruojo m.,None,Vytauto Didžiojo g.
103.67,2015,Brick,Fully equipped,1,Gas,3,4,0,124900,Kauno r. sav.,Užliedžių k.,Pienių g.
36,1933,Log house,Fully equipped,2,Gas,2,2,2013,49000,Kaunas,Panemunė,Birutės g.
87,1993,Block house,Fully equipped,5,Central,5,4,0,57900,Šiauliai,Gytariai,Gytarių g.
84,1991,Block house,Fully equipped,5,Central,5,4,2014,56500,Šiauliai,Gytariai,Gytarių g.
62.36,2000,Brick,Fully equipped,5,Electric,5,3,0,94000,Palanga,None,Plytų g.
47.26,1959,Wooden house,Not equipped,1,"Electric, solid fuel",2,2,0,5000,Akmenės r. sav.,Naujosios Akmenės m.,J. Janonio g.
64,1975,Brick,Fully equipped,4,Central,5,3,0,28500,Raseinių m.,None,Vaižganto g.
62.54,1983,Brick,Fully equipped,1,Solid fuel,2,3,0,40000,Vilniaus r. sav.,Paberžės k.,Vilniaus g.
47.87,1988,Brick,Fully equipped,4,Central,5,2,0,37000,Druskininkų m.,None,Ateities g.
45,1965,Block house,Fully equipped,2,Central,5,2,0,50700,Klaipėda,Centras,Sausio 15-osios g.
150,2012,Brick,Fully equipped,1,Gas,4,4,0,530000,Vilnius,Antakalnis,Antakalnio g.
85.42,2017,Brick,Partial decoration,3,Gas,3,3,0,199999,Kaunas,Žaliakalnis,Aukštaičių g.
27.6,1981,Brick,Fully equipped,2,Central,9,2,0,48000,Vilnius,Naujininkai,Šaltkalvių g.
67,1940,Wooden house,Fully equipped,1,Gas,1,3,0,114000,Vilnius,Naujamiestis,Kauno g.
54.65,2020,Brick,Fully equipped,5,Central thermostat,6,2,0,88846,Vilnius,Justiniškės,Rygos g.
54.45,2020,Brick,Fully equipped,2,Central,3,2,0,82000,Panevėžys,Kniaudiškiai,Projektuotojų g.
17,1961,Brick,Fully equipped,3,Central thermostat,3,1,0,8300,Klaipėdos r. sav.,Gargždų m.,Klaipėdos g.
43.17,1964,Brick,Fully equipped,2,Central,3,2,0,26500,Šiauliai,Zokniai,Radviliškio g.
41.69,2020,Other,Partial decoration,5,Central thermostat,7,2,0,94300,Vilnius,Naujininkai,Kapsų g.
41.69,2020,Other,Partial decoration,5,Central thermostat,7,2,0,94300,Vilnius,Naujininkai,Kapsų g.
49,1966,Block house,Partial decoration,3,Central,5,3,0,73000,Vilnius,Žirmūnai,Žirmūnų g.
45.29,2001,Brick,Fully equipped,6,Electric,6,2,0,149457,Vilnius,Žvėrynas,Latvių g.
32,2019,Brick,Partial decoration,5,Geothermal,6,2,0,48900,Klaipėda,Centras,Taikos pr.
94.57,1860,Brick,Fully equipped,3,Central,3,4,0,399000,Vilnius,Senamiestis,Didžioji g.
76.2,2018,Brick,Fully equipped,2,Gas,3,3,0,134000,Kaunas,Eiguliai,Šiaurės pr.
26.06,1930,Log house,Other,2,Other,2,1,0,6900,Rietavo m.,None,Žemaičių g.
34,2021,Brick,Partial decoration,2,Central thermostat,4,2,0,59960,Klaipėda,Centras,Tilžės g.
50.26,2013,Brick,Fully equipped,2,Gas,3,2,0,105000,Vilnius,Naujamiestis,Smolensko g.
50.43,2007,Brick,Fully equipped,4,Central thermostat,4,2,0,106900,Palanga,None,Vytauto g.
49.17,2007,Brick,Fully equipped,4,Central thermostat,4,2,0,109000,Palanga,None,Vytauto g.
44,1986,Brick,Fully equipped,1,Electric,2,2,0,60000,Palanga,None,Vilties tak.
88,2004,Brick,Fully equipped,4,Gas,4,3,0,130000,Palanga,None,Vanagupės g.
64.02,2009,Brick,Fully equipped,1,Central thermostat,3,3,0,165000,Vilnius,Santariškės,Santariškių g.
55.28,1936,Brick,Fully equipped,5,Central thermostat,5,2,2020,108000,Kaunas,Centras,Kęstučio g.
26.36,1936,Brick,Fully equipped,5,Central thermostat,5,1,2020,64500,Kaunas,Centras,Kęstučio g.
27,2013,Brick,Fully equipped,3,Electric,3,1,0,82000,Palanga,None,Kontininkų g.
110,2008,Brick,Fully equipped,3,Gas,4,3,0,126900,Vilniaus r. sav.,Riešės k.,Aušros g.
110,2008,Brick,Fully equipped,3,Gas,4,3,0,126900,Vilniaus r. sav.,Riešės k.,Aušros g.
110,2008,Brick,Fully equipped,3,Gas,4,3,0,126900,Vilniaus r. sav.,Riešės k.,Aušros g.
110,2008,Brick,Fully equipped,3,Gas,4,3,0,126900,Vilniaus r. sav.,Riešės k.,Aušros g.
52.61,1989,Brick,Other,2,Central,5,2,0,27000,Rokiškio m.,None,P. Širvio g.
75.95,2021,Brick,Partial decoration,1,Central thermostat,6,3,0,199247,Vilnius,Senamiestis,Aukštaičių g.
58.02,2019,Brick,Partial decoration,2,Central thermostat,4,2,0,170981,Vilnius,Užupis,Aukštaičių g.
42,2005,Brick,Fully equipped,5,Gas,5,2,0,82900,Palanga,None,Žvejų g.
55.88,1961,Brick,Fully equipped,3,Central,3,3,0,119900,Kaunas,Senamiestis,Šv. Gertrūdos g.
33,1929,Wooden house,Fully equipped,1,Solid fuel,2,2,0,29999,Kaunas,Žaliakalnis,Darbininkų g.
77.05,1972,Brick,Fully equipped,1,Other,1,4,0,71000,Šiauliai,Centras,Kauno g.
89,1984,Brick,Fully equipped,1,Central,5,4,0,41900,Panevėžys,Žemaičiai,Staniūnų g.
89,1983,Brick,Other,1,Central,5,4,0,41900,Panevėžys,Žemaičiai,Staniūnų g.
53.71,1968,Brick,Fully equipped,4,Central,4,3,0,17999,Šiaulių r. sav.,Gruzdžių mstl.,Jaunimo g.
77.05,1972,Brick,Fully equipped,1,Other,1,4,0,71000,Šiauliai,Centras,Kauno g.
89,1984,Brick,Fully equipped,1,Central,5,4,0,41900,Panevėžys,Žemaičiai,Staniūnų g.
89,1983,Brick,Other,1,Central,5,4,0,41900,Panevėžys,Žemaičiai,Staniūnų g.
53.71,1968,Brick,Fully equipped,4,Central,4,3,0,17999,Šiaulių r. sav.,Gruzdžių mstl.,Jaunimo g.
70.59,1936,Brick,Fully equipped,2,Central,3,4,0,129000,Kaunas,Žaliakalnis,Žemaičių g.
49.22,1962,Brick,Fully equipped,1,Solid fuel,2,3,0,61000,Kaunas,Šilainiai,Žaibo g.
60.4,2019,Block house,Partial decoration,2,"Electric, central thermostat",4,3,0,91000,Vilnius,Pilaitė,Tolminkiemio g.
47,1974,Block house,Fully equipped,3,Central,5,2,0,66000,Vilnius,Karoliniškės,Algimanto Petro Kavoliuko g.
80,2020,Brick,Fully equipped,1,Gas,1,3,0,78400,Plungės m.,None,Miškų g.
67,1983,Block house,Fully equipped,4,Central,5,2,0,65000,Klaipėda,Poilsis,Rambyno g.
130,1930,Brick,Fully equipped,4,"Gas, other",5,5,0,139900,Kaunas,Centras,Vytauto pr.
44,1971,Block house,Fully equipped,1,Central,5,2,2015,38000,Mažeikių m.,None,Ventos g.
81,1972,Block house,Fully equipped,1,Central,5,4,0,68000,Kaunas,Aukštieji Šančiai,Hipodromo g.
56.61,1968,Brick,Fully equipped,5,Central,5,3,0,57500,Klaipėda,Centras,Taikos pr.
33,1931,Wooden house,Fully equipped,2,Solid fuel,2,1,0,13000,Telšių m.,None,Luokės g.
63,2019,Brick,Fully equipped,2,Central thermostat,4,3,0,95000,Klaipėda,Vėtrungė,Paryžiaus Komunos g.
86.3,1990,Block house,Fully equipped,4,Other,5,4,0,39900,Biržų m.,None,Vėjo g.
61.31,2020,Brick,Partial decoration,2,Central thermostat,4,3,0,126115,Klaipėda,Senamiestis,J. Karoso g.
85,2005,Brick,Fully equipped,2,Central thermostat,6,3,0,131900,Klaipėda,Kaunas,Kauno g.
44.67,1964,Brick,Fully equipped,5,Central,5,2,0,29500,Panevėžys,Centras,Nevėžio g.
72.44,1974,Brick,Fully equipped,1,Central,2,3,0,25500,Šilutės r. sav.,Juknaičių k.,Akmenų g.
77.09,2021,Brick,Partial decoration,4,Gas,4,3,0,104071,Kaunas,Žemutiniai Kaniūkai,Įkalnės aklg.
76.95,2021,Brick,Partial decoration,4,Gas,4,3,0,103882,Kaunas,Žemutiniai Kaniūkai,Įkalnės aklg.
34.88,1989,Brick,Fully equipped,1,Central,4,2,2018,39800,Druskininkų m.,None,Dabintos g.
41.65,2021,Brick,Partial decoration,2,Gas,3,2,0,37500,Kauno r. sav.,Užliedžių k.,Ilgoji g.
47.4,1980,Block house,Fully equipped,1,Central,5,2,0,40000,Alytus,Vidzgiris,Jaunimo g.
25.92,1963,Brick,Fully equipped,5,Central,5,1,0,17500,Šiauliai,Centras,Žalgirio g.
63.96,2019,Brick,Partial decoration,7,Central thermostat,7,3,0,102390,Klaipėda,Baltija,Baltijos pr.
63.92,2019,Brick,Partial decoration,6,Central thermostat,7,3,0,101710,Klaipėda,Baltija,Baltijos pr.
43.42,2016,Brick,Fully equipped,2,Gas,2,2,0,245000,Vilnius,Užupis,Užupio g.
61.13,2019,Brick,Partial decoration,3,Central thermostat,7,3,0,97225,Klaipėda,Baltija,Baltijos pr.
38.27,2020,Brick,Partial decoration,7,Central thermostat,7,2,0,60720,Klaipėda,Baltija,Baltijos pr.
114.4,1956,Brick,Fully equipped,4,Gas,4,4,0,329000,Vilnius,Senamiestis,A. Rotundo g.
113,1995,Brick,Fully equipped,3,"Electric, solid fuel",4,3,0,103000,Palanga,None,Austėjos g.
15,1973,Brick,Fully equipped,3,Central,5,1,0,13300,Klaipėda,Centras,Rumpiškės g.
42,1970,Brick,Fully equipped,5,Central,5,2,0,54000,Klaipėda,Centras,Taikos pr.
54,1972,Brick,Fully equipped,1,Solid fuel,1,3,0,28900,Kaunas,Vilijampolė,J. Naujalio g.
41.96,1900,Brick,Fully equipped,2,Gas,2,3,0,25000,Šilutės m.,None,Žuvų g.
64.7,1989,Block house,Fully equipped,5,"Central, central thermostat",5,3,0,42000,Jonavos m.,None,Chemikų g.
56,1965,Brick,Other,1,Solid fuel,2,3,0,8500,Utenos r. sav.,Kirdeikių k.,S. Gimžausko g.
36,2007,Brick,Fully equipped,4,Central thermostat,4,1,0,65000,Vilnius,Pilaitė,Juodkrantės g.
104,1952,Brick,Fully equipped,3,Gas,4,5,0,90000,Klaipėda,Žvejybos uostas,Minijos g.
62,1985,Brick,Fully equipped,5,Electric,6,3,0,149000,Palanga,None,S. Daukanto g.
46.5,1964,Brick,Fully equipped,2,Central,4,2,0,39900,Šalčininkų m.,None,Bažnyčios g.
58.53,1984,Brick,Fully equipped,1,Central,12,3,0,47500,Panevėžys,Klaipėdos,Klaipėdos g.
56.74,2020,Other,Partial decoration,2,Central thermostat,7,3,0,107400,Vilnius,Naujamiestis,Kapsų g.
56.74,2020,Other,Partial decoration,2,Central thermostat,7,3,0,107400,Vilnius,Naujininkai,Kapsų g.
44.5,1930,Log house,Fully equipped,1,"Gas, solid fuel, other",1,2,1989,31500,Kaunas,Vilijampolė,Linkuvos g.
32,1950,Brick,Fully equipped,2,Electric,2,1,0,43000,Klaipėda,Vėtrungė,Lelijų g.
60,1989,Block house,Fully equipped,3,Central,5,3,0,55000,Marijampolės m.,Mokolai,Uosupio g.
118,1956,Brick,Fully equipped,1,Central,4,4,0,240000,Vilnius,Naujamiestis,Algirdo g.
51.03,1982,Block house,Fully equipped,4,Central,5,2,0,26700,Mažeikių m.,None,Žemaitijos g.
81,1994,Brick,Fully equipped,3,Electric,4,4,0,75000,Palanga,None,Kretingos g.
80.96,1993,Brick,Fully equipped,3,Electric,4,4,0,70000,Palanga,None,Kretingos g.
28,2019,Brick,Fully equipped,2,Central thermostat,6,1,0,72000,Vilnius,Pašilaičiai,Jurgio Baltrušaičio g.
211,1998,Brick,Fully equipped,2,Electric,2,5,0,650000,Vilnius,Senamiestis,Mėsinių g.
62.27,1975,Brick,Fully equipped,6,Central,6,3,0,99500,Kaunas,Centras,Laisvės al.
25.51,1940,Wooden house,Other,1,Solid fuel,1,1,0,16500,Vilnius,Naujininkai,Žirnių g.
49.37,1958,Other,Other,1,Solid fuel,1,3,0,44000,Vilnius,Vilkpėdė,Vilkpėdės g.
84.52,1995,Brick,Fully equipped,5,Central,5,3,2019,120000,Vilnius,Antakalnis,Nemenčinės pl.
84.52,1995,Brick,Fully equipped,5,Central,5,2,2019,120000,Vilnius,Antakalnis,Nemenčinės pl.
59.96,1959,Wooden house,Fully equipped,2,Central,2,3,0,900,Akmenės r. sav.,Naujosios Akmenės m.,J. Janonio g.
123.13,2019,Monolithic,Partial decoration,17,"Electric, central thermostat, geothermal",29,4,0,350921,Vilnius,Šnipiškės,Konstitucijos pr.
65.96,2020,Block house,Partial decoration,2,Gas,3,3,0,56066,Kauno r. sav.,Užliedžių k.,Ilgoji g.
65.96,2020,Block house,Partial decoration,3,Gas,3,3,0,62662,Kauno r. sav.,Užliedžių k.,Ilgoji g.
65.96,2020,Block house,Partial decoration,3,Gas,3,3,0,62662,Kauno r. sav.,Užliedžių k.,Ilgoji g.
22.61,1940,Wooden house,Other,1,Solid fuel,1,1,0,6050,Vilnius,Naujoji Vilnia,Pramonės g.
39.26,1940,Wooden house,Other,1,Solid fuel,1,1,0,10230,Vilnius,Naujoji Vilnia,Pramonės g.
37.8,1940,Wooden house,Other,1,Solid fuel,1,2,0,11000,Vilnius,Naujoji Vilnia,A. Kojelavičiaus g.
25,2015,Brick,Fully equipped,0,"Electric, gas, other",3,1,0,58700,Palanga,None,Sermiesčio g.
73,1989,Brick,Fully equipped,3,Central,5,4,0,65000,Klaipėda,Baltija,Kalnupės g.
37.64,1989,Brick,Fully equipped,1,Central,3,2,0,43500,Vilniaus r. sav.,Vaidotų k.,Statybininkų g.
56,1976,Brick,Fully equipped,1,Central,5,1,0,50000,Klaipėda,Baltija,Baltijos pr.
133,1908,Brick,Fully equipped,3,Gas,4,4,1972,160000,Klaipėda,Centras,J. Karoso g.
58,1950,Brick,Fully equipped,1,Gas,2,2,0,107000,Kaunas,Centras,Kaunakiemio g.
53.05,1996,Block house,Fully equipped,1,Central,4,2,0,33100,Radviliškio m.,None,A. Povyliaus g.
155,2010,Brick,Fully equipped,5,Central thermostat,5,4,0,600000,Vilnius,Senamiestis,Gedimino pr.
77.48,2009,Brick,Fully equipped,1,Gas,3,3,0,81500,Kretingos r. sav.,Kretingsodžio k.,Jaunystės g.
90,2020,Brick,Partial decoration,2,Other,2,3,0,92000,Šiauliai,Lieporiai,Mokytojų g.
29.95,2018,Monolithic,Fully equipped,1,Central thermostat,6,1,0,90000,Druskininkų m.,None,V. Kudirkos g.
51,2020,Brick,Fully equipped,1,Gas,2,3,0,119000,Kaunas,Dainava,K. Šakenio g.
50,2020,Block house,Fully equipped,1,Gas,2,3,0,119000,Kaunas,Dainava,K. Šakenio g.
137.35,1883,Brick,Partial decoration,2,Gas,3,3,2016,329000,Kaunas,Centras,Laisvės al.
32.72,2015,Brick,Fully equipped,1,Central thermostat,4,2,0,69900,Palanga,None,Vanagupės g.
38,2018,Brick,Fully equipped,2,Gas,3,2,0,90000,Kaunas,Šilainiai,9-ojo Forto g.
21.11,2020,Brick,Partial decoration,3,Central thermostat,4,1,0,81000,Vilnius,Užupis,Polocko g.
47.41,1932,Block house,Fully equipped,1,Solid fuel,2,3,0,14000,Biržų m.,None,Stoties g.
36.04,1940,Log house,Fully equipped,1,Solid fuel,1,1,0,7920,Vilniaus r. sav.,Vėliučionių k.,Liepų al.
31.58,1940,Log house,Other,1,Solid fuel,1,1,0,6930,Vilniaus r. sav.,Vėliučionių k.,Liepų al.
64.14,1940,Log house,Fully equipped,1,Solid fuel,1,2,0,11790,Vilniaus r. sav.,Vėliučionių k.,Liepų al.
90,1986,Brick,Fully equipped,1,Solid fuel,2,3,0,9750,Joniškio r. sav.,Bariūnų k.,Parko g.
42.4,2020,Brick,Partial decoration,1,Central thermostat,6,2,0,92500,Vilnius,Naujamiestis,Gerosios Vilties g.
120.8,2003,Brick,Fully equipped,2,Gas,3,4,0,260000,Vilnius,Saulėtekis,Pylimėlių g.
75.32,1590,Brick,Partial decoration,3,Gas,3,2,2020,239838,Vilnius,Senamiestis,Pilies g.
103,1895,Brick,Fully equipped,2,Gas,2,3,2008,190000,Kaunas,Senamiestis,M. Daukšos g.
95,2013,Brick,Fully equipped,2,Central thermostat,9,3,0,159000,Klaipėda,Mažasis kaimelis,Dragūnų g.
51.55,1980,Brick,Fully equipped,2,Central,4,2,0,83000,Palanga,None,Sodų g.
60,2007,Brick,Fully equipped,4,Central thermostat,12,3,0,100100,Vilnius,Fabijoniškės,Salomėjos Nėries g.
50,1984,Block house,Not equipped,1,Central,5,2,2020,47000,Alytus,Vidzgiris,Statybininkų g.
60.39,1982,Block house,Fully equipped,5,Central,5,3,0,22500,Jurbarko m.,None,Algirdo g.
85,2020,Brick,Partial decoration,1,Aerothermal,2,4,0,115500,Palanga,None,Medvalakio g.
73,2020,Brick,Partial decoration,1,Aerothermal,2,4,0,112500,Palanga,None,Medvalakio g.
49.83,1982,Brick,Fully equipped,4,Central,5,2,0,38500,Panevėžys,Klaipėdos,Parko g.
58.18,1940,Wooden house,Fully equipped,1,Gas,2,3,2014,139995,Vilnius,Antakalnis,Gražinos g.
53.68,1973,Brick,Fully equipped,3,Electric,4,1,0,180000,Neringos m.,None,G. D. Kuverto g.
77.7,1988,Block house,Fully equipped,1,Central,5,3,0,51900,Klaipėda,Bandužiai,Budelkiemio g.
51.14,1973,Brick,Fully equipped,4,Central thermostat,5,2,0,51500,Tauragės m.,None,Gedimino g.
51.14,1973,Brick,Fully equipped,4,Central thermostat,5,2,0,51500,Tauragės m.,None,Gedimino g.
49.31,1982,Block house,Fully equipped,4,Central,5,2,0,46300,Panevėžys,Klaipėdos,Ateities g.
21,1974,Brick,Fully equipped,4,Central,5,1,0,32000,Vilnius,Naujamiestis,A. Vivulskio g.
53.09,2020,Brick,Fully equipped,3,Central thermostat,7,2,0,83040,Klaipėda,Baltija,Baltijos pr.
40,1940,Brick,Fully equipped,1,Gas,3,2,0,82999,Vilnius,Naujamiestis,Naugarduko g.
64.38,2022,Brick,Partial decoration,1,Central thermostat,4,3,0,196359,Vilnius,Žvėrynas,Lapių g.
26,1990,Monolithic,Fully equipped,3,Central,5,1,0,37900,Palanga,None,Vanagupės g.
44,1989,Block house,Fully equipped,5,Central,5,1,0,44000,Klaipėda,Bandužiai,Kuncų g.
44,1989,Block house,Fully equipped,5,Central,5,1,0,44000,Klaipėda,Bandužiai,Kuncų g.
84,1980,Monolithic,Fully equipped,4,Central,12,4,0,89000,Vilnius,Naujoji Vilnia,Parko g.
33.54,1979,Other,Fully equipped,3,Other,5,2,0,17500,Telšių m.,None,Rambyno g.
47.1,1970,Block house,Partial decoration,4,Central,5,2,0,19200,Akmenės r. sav.,Naujosios Akmenės m.,Respublikos g.
41.88,1961,Brick,Fully equipped,1,Central,2,2,0,33500,Vilniaus r. sav.,Kalvelių k.,Sodų g.
32.8,1970,Block house,Fully equipped,5,Central,5,1,2010,56000,Vilnius,Lazdynai,Architektų g.
62.79,2017,Monolithic,Fully equipped,2,Geothermal,5,3,0,172673,Druskininkų m.,None,T. Kosciuškos g.
215,1996,Brick,Fully equipped,2,Central thermostat,5,8,0,145000,Kaunas,Šilainiai,Viduklės g.
40,1967,Brick,Fully equipped,1,Central thermostat,3,2,2016,45000,Panevėžys,Centras,Marijonų g.
127,2007,Brick,Fully equipped,3,Central thermostat,4,3,0,740000,Vilnius,Senamiestis,Olimpiečių g.
28,1965,Brick,Fully equipped,3,Central thermostat,5,1,0,68000,Vilnius,Antakalnis,Antakalnio g.
55.06,2020,Brick,Partial decoration,4,Central thermostat,4,2,0,188400,Vilnius,Senamiestis,Polocko g.
64.34,1988,Block house,Fully equipped,5,Central,5,3,0,47000,Šiauliai,Gytariai,Gytarių g.
65,2019,Brick,Partial decoration,1,Gas,2,3,0,110000,Kaunas,Lampėdžiai,Romuvos g.
52.93,2021,Monolithic,Partial decoration,2,Central thermostat,6,2,0,105331,Vilnius,Šeškinė,Gelvonų g.
56.22,2021,Monolithic,Partial decoration,1,Central thermostat,6,2,0,109629,Vilnius,Šeškinė,Gelvonų g.
93.57,2021,Monolithic,Partial decoration,5,Central thermostat,6,4,0,251355,Vilnius,Šeškinė,Gelvonų g.
60.4,2021,Monolithic,Partial decoration,4,Central thermostat,6,3,0,135200,Vilnius,Šeškinė,Gelvonų g.
56.11,2021,Monolithic,Partial decoration,3,Central thermostat,6,3,0,109415,Vilnius,Šeškinė,Gelvonų g.
59.33,2021,Monolithic,Partial decoration,1,Central thermostat,6,2,0,115694,Vilnius,Šeškinė,Gelvonų g.
59.12,2021,Monolithic,Partial decoration,1,Central thermostat,6,3,0,115284,Vilnius,Šeškinė,Gelvonų g.
49.4,2021,Monolithic,Partial decoration,1,Central thermostat,6,2,0,96330,Vilnius,Šeškinė,Gelvonų g.
52,2000,Brick,Fully equipped,3,Gas,3,2,0,120000,Palanga,None,Kapsų g.
62,1990,Block house,Fully equipped,2,Central,9,3,0,78600,Vilnius,Fabijoniškės,Fabijoniškių g.
48.16,1932,Brick,Fully equipped,1,Gas,4,2,0,82900,Kaunas,Centras,K. Donelaičio g.
114,1940,Brick,Fully equipped,1,"Central, central thermostat",3,5,0,430000,Vilnius,Senamiestis,Savičiaus g.
120,1966,Brick,Not equipped,1,Electric,1,4,0,39999,Kauno r. sav.,Samylų k.,Pamario g.
68,1958,Brick,Fully equipped,1,Gas,2,2,0,210000,Palanga,None,Vytauto g.
64.64,1956,Brick,Fully equipped,1,Central,3,3,0,51999,Klaipėda,Žvejybos uostas,Žalgirio g.
42.28,2015,Brick,Fully equipped,2,Gas,2,2,0,99000,Vilnius,Bajorai,Bajorų Sodų 2-oji g.
64,2007,Brick,Fully equipped,1,Electric,1,2,0,43000,Palanga,None,Pylimo g.
154,1997,Brick,Fully equipped,2,Central thermostat,3,5,0,185000,Vilnius,Lazdynėliai,Neužmirštuolių g.
69.48,2021,Brick,Partial decoration,1,Gas,3,3,0,66000,Kauno r. sav.,Užliedžių k.,Ilgoji g.
108.34,1999,Monolithic,Fully equipped,2,Gas,2,3,2008,110000,Vilniaus r. sav.,Nemenčinės m.,Vėtrungės g.
144.65,1999,Monolithic,Fully equipped,1,Gas,2,4,2008,170000,Vilniaus r. sav.,Nemenčinės m.,Vėtrungės g.
190.5,1900,Brick,Other,3,Other,3,1,0,94500,Kaunas,Centras,Laisvės al.
39.92,2019,Brick,Fully equipped,1,Gas,3,2,0,92900,Kaunas,Žaliakalnis,Studentų g.
28.82,1962,Brick,Fully equipped,1,Central thermostat,4,1,2018,14500,Akmenės r. sav.,Naujosios Akmenės m.,V. Kudirkos g.
127,2007,Brick,Partial decoration,1,Gas,3,2,0,240000,Vilnius,Valakampiai,Nemenčinės pl.
35.62,2007,Brick,Fully equipped,4,Central thermostat,4,2,0,85000,Palanga,None,Vanagupės g.
70.7,2020,Brick,Partial decoration,1,"Electric, aerothermal",2,3,0,89000,Vilnius,Kalnėnai,Albanų g.
38.91,1940,Brick,Other,1,Solid fuel,1,1,0,27426,Vilnius,Šeškinė,Ukmergės g.
60,1967,Brick,Fully equipped,2,Solid fuel,2,3,0,17000,Tauragės m.,None,V. Kudirkos g.
54,2018,Monolithic,Fully equipped,3,Central,5,3,0,119000,Vilnius,Naujininkai,Eišiškių pl.
65,1907,Brick,Not equipped,5,Gas,5,3,0,64000,Kaunas,Senamiestis,Benediktinių g.
115.86,2020,Brick,Partial decoration,2,"Other, geothermal, central thermostat",2,4,0,430000,Vilnius,Užupis,Baltasis skg.
115.86,2020,Brick,Partial decoration,2,"Other, geothermal, central thermostat",2,4,0,430000,Vilnius,Senamiestis,Baltasis skg.
50.77,2013,Brick,Fully equipped,4,Central thermostat,4,3,0,120000,Vilnius,Karoliniškės,Igno Šimulionio g.
74.21,1974,Brick,Fully equipped,4,Central thermostat,9,3,2016,79000,Druskininkų m.,None,Vytauto g.
46.21,1975,Brick,Fully equipped,2,Solid fuel,2,2,0,18000,Jonavos r. sav.,Čičinų k.,Ateities g.
64.07,1983,Block house,Not equipped,5,Central thermostat,5,2,2017,16900,Joniškio m.,None,Melioratorių a.
46.2,2020,Brick,Fully equipped,2,Electric,2,3,0,69900,Palanga,None,Kopų g.
48,1964,Block house,Fully equipped,3,Central,5,2,0,42500,Marijampolės m.,Centras,Draugystės g.
52.47,2007,Brick,Fully equipped,4,Central thermostat,7,2,0,95000,Kaunas,Centras,Vytauto pr.
41,2016,Brick,Fully equipped,2,Electric,4,2,0,99999,Palanga,None,Pirties g.
50.85,1927,Other,Other,2,"Central, solid fuel",2,2,0,14999,Marijampolės m.,Kareivinės,Vytauto g.
65.73,1977,Brick,Fully equipped,4,Central thermostat,9,3,2019,65000,Klaipėda,Debrecenas,Taikos pr.
84,2020,Brick,Partial decoration,2,Gas,4,4,0,173260,Vilnius,Burbiškės,Burbiškių g.
59.49,1956,Brick,Fully equipped,1,Electric,2,3,0,68000,Klaipėda,Melnragė,Vėtros g.
78,1987,Block house,Fully equipped,2,Central,5,3,0,70000,Klaipėda,Poilsis,Darželio g.
36.66,1926,Log house,Fully equipped,1,Gas,2,2,0,46000,Kaunas,Žaliakalnis,Žemaičių g.
39.67,2021,Brick,Partial decoration,4,Central thermostat,6,2,0,90685,Vilnius,Šnipiškės,Linkmenų g.
